player_id,horizon_xpts,mean_reliability,gws,web_name,team_id,team_short
343,0.006455536739876415,0.0031909600810325345,4,Bobb,13,MCI
713,0.005578188453915413,0.004323917414400001,4,Soler,3,BOU
658,0.004637430491674742,0.013557132173991543,4,Heaven,14,MUN
51,0.004506196926201327,0.0029106036896605096,4,Olsen,2,AVL
196,0.0042212689995873255,0.0047991302185292975,4,Clyne,7,CRY
581,0.004203803419160542,0.004648129046978115,4,Jørgensen,6,CHE
396,0.0041321047406993085,0.003762691181394418,4,Dúbravka,15,NEW
360,0.00413164298199545,0.003135295018964569,4,Rodrigo,13,MCI
795,0.0033301482801364303,0.0026666666666666674,4,Harry Howell,5,BHA
634,0.003259003362179447,0.003977143910400002,4,G.Nunes,4,BRE
477,0.0030609296508244785,0.03644275104063744,4,Wood,17,SOU
189,0.002878286699667405,0.003706716768114232,4,W.Fofana,6,CHE
380,0.002514274325905603,0.001994681779794728,4,Martinez,14,MUN
258,0.002230947348443345,0.0018829252148754106,4,Vinicius,9,FUL
444,0.002226812740964991,0.007263446599618544,4,Toffolo,16,NFO
605,0.002141257860267659,0.0020780229919858,4,Godo,9,FUL
719,0.0018234320215772225,0.0035555555555555557,4,Kayi Sanda,17,SOU
598,0.0015712846691493302,0.004205259164820881,4,Bogarde,2,AVL
544,0.0014198536326070238,0.0022627180885590337,4,Doyle,20,WOL
456,0.0013974478058362452,0.009023210452136228,4,Bella-Kotchap,17,SOU
309,0.0010890292165211125,0.008709395012802162,4,Winks,11,LEI
613,0.0009290710375804833,0.0020014739771891336,4,Collyer,14,MUN
734,0.0008673902391031621,0.002675934039091684,4,Grønbæk,17,SOU
362,0.0008469966253292557,0.0011489191254031395,4,Stones,13,MCI
341,0.0006622238498126841,0.001172711533508834,4,Aké,13,MCI
763,0.0005891485871506389,0.001151781379768321,4,Cashin,5,BHA
105,0.00043637459854964936,0.001476191618608024,4,Roerslev,4,BRE
80,0.00041917743102484994,0.000875905089032968,4,Sinisterra,3,BOU
153,0.0003503575524986683,0.0012728204006199906,4,B.Badiashile,6,CHE
674,0.0003091572304241894,0.0011095179105554559,4,Maghoma,4,BRE
416,0.0003045084406153199,0.0006501016642505951,4,Targett,15,NEW
486,0.00024321565459087485,0.0015254224617389932,4,Dragusin,18,TOT
453,0.00023854720127868884,0.0011923669827786118,4,Armstrong,17,SOU
651,0.00021486624984767052,0.0010859606342330495,4,Mangala,8,EVE
425,0.0001927813551186666,0.0008398981127633642,4,Boly,16,NFO
784,0.00018289921190978392,0.00028444444444444453,4,Mané,20,WOL
655,0.00017420082232487815,0.00037583427058302877,4,Forbs,20,WOL
500,0.00016280559769422557,0.000363546428683298,4,Scarlett,18,TOT
523,0.00016210385056198573,0.0007606227496179062,4,Ings,19,WHU
307,0.000161851484574234,0.006802770681165661,4,Vestergaard,11,LEI
314,0.00015906975345771638,0.0003769618015670016,4,Carvalho,4,BRE
687,0.00014279101085995098,0.0004660104013947048,4,Winterburn,3,BOU
665,0.00013325646508769064,0.0004473924266666671,4,Butler-Oyedeji,1,ARS
2,0.00011437874719510328,0.0003087471467248901,4,G.Jesus,1,ARS
38,0.00011201234332897198,0.0003076469202271242,4,Duran,2,AVL
611,0.0001065615924446341,0.0005225659552376402,4,Szmodics,10,IPS
283,0.0001045247351624117,0.0008936192411634418,4,Walton,10,IPS
697,8.835850410026303e-05,0.0006342351587331045,4,Acheampong,6,CHE
509,8.808695968535326e-05,0.00039023645062536284,4,Werner,18,TOT
193,8.516851921989545e-05,0.0002747047458879049,4,C.Doucouré,7,CRY
463,8.124672813544686e-05,0.0005291610404148947,4,Lallana,17,SOU
521,8.118987236625433e-05,0.0006105453749165329,4,Fabianski,19,WHU
576,7.738077067280345e-05,0.0006203841986702551,4,Irving,19,WHU
264,7.67787934159191e-05,0.000584413857878483,4,Burns,10,IPS
568,7.349255914363776e-05,0.0006291125697091357,4,Muric,10,IPS
100,5.9044551792352125e-05,0.0003389225186069732,4,Mee,4,BRE
84,2.8618265760712915e-05,0.00012388337355365858,4,Travers,3,BOU
488,2.6938380679339182e-05,0.0002026780838171114,4,Forster,18,TOT
65,2.635952172376198e-05,0.00012373433814503502,4,Enes Ünal,3,BOU
587,2.264761713943581e-05,0.00026610613877565975,4,Summerville,19,WHU
561,2.1854907566378378e-05,0.00017585803685059087,4,Pedro Lima,20,WOL
621,2.045946856717087e-05,0.00011593193314445205,4,João Félix,6,CHE
128,1.976392592540685e-05,0.0001738514746000313,4,Igor,5,BHA
31,1.768579425570622e-05,9.964579115165978e-05,4,Buendia,2,AVL
292,1.7183440364006753e-05,0.0001820444444444445,4,Golding,11,LEI
557,1.4844426241466136e-05,0.0001406624215758267,4,Mario Jr.,20,WOL
363,1.4628403959605454e-05,0.00019725794423841565,4,Walker,13,MCI
365,1.4031538903597708e-05,0.00011008512995706838,4,Antony,14,MUN
35,1.1261088120434399e-05,9.027180840135004e-05,4,Diego Carlos,2,AVL
